id,category,register,cmi,n_english_tokens,n_tamil_tokens,n_total_tokens,formal_verb_count,tamil_noun_count,formal_pronoun_count,formal_polite_count,formal_compound_count,issues,needs_fix
1250,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1251,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1252,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1253,card_not_working,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1254,card_not_working,MIXED,0.0,0,8,8,0,0,0,0,0,,True
1255,card_not_working,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1256,card_not_working,COLLOQUIAL,15.38,2,11,13,0,0,0,0,0,,False
1257,card_not_working,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1258,card_not_working,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1259,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1260,card_not_working,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1261,card_not_working,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
1262,card_not_working,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
1263,card_not_working,MIXED,0.0,0,4,4,0,0,0,0,0,,True
1264,card_not_working,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1265,card_not_working,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
1266,card_not_working,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
1267,card_not_working,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1268,card_not_working,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
1269,card_not_working,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1270,card_not_working,COLLOQUIAL,15.79,3,16,19,0,0,0,0,0,,False
1271,card_not_working,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
1272,card_not_working,MIXED,0.0,0,3,3,0,0,0,0,0,,True
1273,card_not_working,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
1274,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1275,card_not_working,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1276,card_not_working,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
1277,card_not_working,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
1278,card_not_working,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1279,card_not_working,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1280,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1281,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1282,card_not_working,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
1283,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1284,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1285,card_not_working,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1286,card_not_working,COLLOQUIAL,25.0,4,12,16,0,0,0,0,0,,False
1287,card_not_working,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1288,card_not_working,COLLOQUIAL,33.33,3,6,9,0,0,0,0,0,,False
1289,card_not_working,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1291,card_not_working,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1292,card_not_working,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
1293,card_not_working,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1294,card_not_working,MIXED,0.0,0,8,8,0,0,0,0,0,,True
1295,card_not_working,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
1296,card_not_working,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
1297,card_not_working,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
1298,card_not_working,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1299,card_not_working,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1300,card_not_working,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
1301,card_not_working,MIXED,0.0,0,7,7,0,0,0,0,0,,True
1302,card_not_working,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1303,card_not_working,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1304,card_not_working,COLLOQUIAL,7.69,1,12,13,0,0,0,0,0,,False
1305,card_not_working,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
1306,card_not_working,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1307,card_not_working,COLLOQUIAL,50.0,3,3,6,0,0,0,0,0,,False
1308,card_not_working,COLLOQUIAL,7.69,1,12,13,0,0,0,0,0,,False
1309,card_not_working,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1310,card_not_working,MIXED,0.0,0,8,8,0,0,0,0,0,,True
1311,card_not_working,MIXED,0.0,0,5,5,0,0,0,0,0,,True
1312,card_not_working,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1313,card_not_working,MIXED,0.0,0,9,9,0,0,0,0,0,,True
1314,card_not_working,MIXED,0.0,0,9,9,0,0,0,0,0,,True
1315,card_not_working,COLLOQUIAL,14.29,4,24,28,0,0,0,0,0,,False
1316,card_not_working,MIXED,0.0,0,12,12,0,0,0,0,0,,True
1317,card_not_working,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
1318,card_not_working,COLLOQUIAL,16.67,2,10,12,0,0,0,0,0,,False
1319,card_not_working,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
1320,card_not_working,COLLOQUIAL,33.33,1,2,3,0,0,0,0,0,,False
1321,card_not_working,MIXED,0.0,0,12,12,0,0,0,0,0,,True
1322,card_not_working,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
1323,card_not_working,MIXED,0.0,0,8,8,0,0,0,0,0,,True
1324,card_not_working,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1325,card_not_working,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1326,card_not_working,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1327,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1328,card_not_working,COLLOQUIAL,15.79,3,16,19,0,0,0,0,0,,False
1329,card_not_working,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
1330,card_not_working,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
1331,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1332,card_not_working,COLLOQUIAL,28.57,4,10,14,0,0,0,0,0,,False
1333,card_not_working,COLLOQUIAL,33.33,1,2,3,0,0,0,0,0,,False
1334,card_not_working,COLLOQUIAL,35.0,7,13,20,0,0,0,0,0,,False
1335,card_not_working,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1336,card_not_working,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1337,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1338,card_not_working,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
1339,card_not_working,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1340,card_not_working,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1341,card_not_working,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1342,card_not_working,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
1343,card_not_working,COLLOQUIAL,33.33,3,6,9,0,0,0,0,0,,False
1344,card_not_working,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
1345,card_not_working,COLLOQUIAL,8.33,1,11,12,0,0,0,0,0,,False
1346,card_not_working,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
1347,card_not_working,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1348,card_not_working,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
1349,card_not_working,COLLOQUIAL,50.0,2,2,4,0,0,0,0,0,,False
1350,card_not_working,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1351,card_not_working,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1352,card_not_working,COLLOQUIAL,23.08,3,10,13,0,0,0,0,0,,False
1353,card_not_working,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1354,card_not_working,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1355,card_not_working,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
1356,card_not_working,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
1357,exchange_via_app,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1358,exchange_via_app,COLLOQUIAL,28.57,4,10,14,0,0,0,0,0,,False
1359,exchange_via_app,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1360,exchange_via_app,COLLOQUIAL,44.44,5,4,9,0,0,0,0,0,,False
1361,exchange_via_app,COLLOQUIAL,30.0,3,7,10,0,0,0,0,0,,False
1362,exchange_via_app,COLLOQUIAL,9.09,1,10,11,0,0,0,0,0,,False
1363,exchange_via_app,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1364,exchange_via_app,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1365,exchange_via_app,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1366,exchange_via_app,COLLOQUIAL,33.33,3,6,9,0,0,0,0,0,,False
1367,exchange_via_app,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
1368,exchange_via_app,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1369,exchange_via_app,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1370,exchange_via_app,COLLOQUIAL,30.0,3,7,10,0,0,0,0,0,,False
1371,exchange_via_app,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
1372,exchange_via_app,COLLOQUIAL,50.0,2,2,4,0,0,0,0,0,,False
1373,exchange_via_app,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1374,exchange_via_app,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1375,exchange_via_app,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
1376,exchange_via_app,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
1377,exchange_via_app,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1378,exchange_via_app,COLLOQUIAL,50.0,2,2,4,0,0,0,0,0,,False
1379,exchange_via_app,COLLOQUIAL,36.36,4,7,11,0,0,0,0,0,,False
1380,exchange_via_app,COLLOQUIAL,30.0,3,7,10,0,0,0,0,0,,False
1381,exchange_via_app,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1382,exchange_via_app,COLLOQUIAL,40.0,4,6,10,0,0,0,0,0,,False
1383,exchange_via_app,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1384,exchange_via_app,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1385,exchange_via_app,COLLOQUIAL,42.86,4,3,7,0,0,0,0,0,,False
1386,exchange_via_app,COLLOQUIAL,50.0,3,3,6,0,0,0,0,0,,False
1387,exchange_via_app,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1388,exchange_via_app,COLLOQUIAL,42.86,4,3,7,0,0,0,0,0,,False
1389,exchange_via_app,COLLOQUIAL,50.0,4,4,8,0,0,0,0,0,,False
1390,exchange_via_app,COLLOQUIAL,33.33,3,6,9,0,0,0,0,0,,False
1391,exchange_via_app,MIXED,0.0,0,5,5,0,0,0,0,0,,True
1392,exchange_via_app,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1393,exchange_via_app,COLLOQUIAL,27.27,3,8,11,0,0,0,0,0,,False
1394,exchange_via_app,COLLOQUIAL,16.67,2,10,12,0,0,0,0,0,,False
1395,exchange_via_app,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
1396,exchange_via_app,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1397,exchange_via_app,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
1398,exchange_via_app,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1399,exchange_via_app,COLLOQUIAL,42.86,3,4,7,0,0,0,0,0,,False
1400,exchange_via_app,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1401,exchange_via_app,COLLOQUIAL,15.38,2,11,13,0,0,0,0,0,,False
1402,exchange_via_app,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1403,exchange_via_app,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
1404,exchange_via_app,MIXED,0.0,0,7,7,0,0,0,0,0,,True
1405,exchange_via_app,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
1406,exchange_via_app,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1407,exchange_via_app,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1408,exchange_via_app,COLLOQUIAL,15.38,2,11,13,0,0,0,0,0,,False
1409,exchange_via_app,COLLOQUIAL,27.27,3,8,11,0,0,0,0,0,,False
1410,exchange_via_app,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1411,exchange_via_app,COLLOQUIAL,9.09,1,10,11,0,0,0,0,0,,False
1412,exchange_via_app,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
1413,exchange_via_app,COLLOQUIAL,44.44,4,5,9,0,0,0,0,0,,False
1414,exchange_via_app,COLLOQUIAL,44.44,4,5,9,0,0,0,0,0,,False
1415,exchange_via_app,COLLOQUIAL,42.86,3,4,7,0,0,0,0,0,,False
1416,exchange_via_app,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1417,exchange_via_app,COLLOQUIAL,41.67,5,7,12,0,0,0,0,0,,False
1418,exchange_via_app,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
1419,exchange_via_app,COLLOQUIAL,42.86,3,4,7,0,0,0,0,0,,False
1420,exchange_via_app,COLLOQUIAL,30.0,3,7,10,0,0,0,0,0,,False
1421,exchange_via_app,COLLOQUIAL,23.08,3,10,13,0,0,0,0,0,,False
1422,exchange_via_app,COLLOQUIAL,45.45,5,6,11,0,0,0,0,0,,False
1423,exchange_via_app,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1424,exchange_via_app,COLLOQUIAL,44.44,4,5,9,0,0,0,0,0,,False
1425,exchange_via_app,COLLOQUIAL,21.43,3,11,14,0,0,0,0,0,,False
1426,exchange_via_app,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1427,exchange_via_app,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
1428,exchange_via_app,COLLOQUIAL,16.67,2,10,12,0,0,0,0,0,,False
1429,exchange_via_app,COLLOQUIAL,40.0,3,2,5,0,0,0,0,0,,False
1430,exchange_via_app,COLLOQUIAL,30.0,3,7,10,0,0,0,0,0,,False
1431,exchange_via_app,COLLOQUIAL,50.0,2,2,4,0,0,0,0,0,,False
1432,exchange_via_app,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1433,exchange_via_app,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1434,exchange_via_app,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1435,exchange_via_app,COLLOQUIAL,40.0,3,2,5,0,0,0,0,0,,False
1436,exchange_via_app,COLLOQUIAL,50.0,3,3,6,0,0,0,0,0,,False
1437,exchange_via_app,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1438,exchange_via_app,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1439,exchange_via_app,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
1440,exchange_via_app,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
1441,exchange_via_app,COLLOQUIAL,30.0,3,7,10,0,0,0,0,0,,False
1442,exchange_via_app,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
1443,exchange_via_app,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
1444,exchange_via_app,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
1445,exchange_via_app,COLLOQUIAL,18.75,3,13,16,0,0,0,0,0,,False
1446,exchange_via_app,COLLOQUIAL,40.0,4,6,10,0,0,0,0,0,,False
1447,exchange_via_app,COLLOQUIAL,42.86,3,4,7,0,0,0,0,0,,False
1448,exchange_via_app,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
1449,exchange_via_app,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
1450,exchange_via_app,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1451,exchange_via_app,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
1452,exchange_via_app,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1453,exchange_via_app,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1454,exchange_via_app,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
1455,exchange_via_app,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1456,exchange_via_app,MIXED,0.0,0,5,5,0,0,0,0,0,,True
1457,exchange_via_app,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
1458,exchange_via_app,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
1459,exchange_via_app,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1460,exchange_via_app,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1461,exchange_via_app,COLLOQUIAL,33.33,2,1,3,0,0,0,0,0,,False
1462,exchange_via_app,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1463,exchange_via_app,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1464,exchange_via_app,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1465,exchange_via_app,COLLOQUIAL,50.0,2,2,4,0,0,0,0,0,,False
1466,exchange_via_app,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1467,exchange_via_app,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1468,exchange_via_app,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1469,exchange_via_app,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
1470,exchange_via_app,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
1471,exchange_via_app,COLLOQUIAL,8.33,1,11,12,0,0,0,0,0,,False
1472,exchange_via_app,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
1473,exchange_via_app,COLLOQUIAL,12.5,2,14,16,0,0,0,0,0,,False
1474,exchange_via_app,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1475,lost_or_stolen_card,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1476,lost_or_stolen_card,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
1477,lost_or_stolen_card,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1478,lost_or_stolen_card,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1479,lost_or_stolen_card,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1480,lost_or_stolen_card,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1481,lost_or_stolen_card,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
1482,lost_or_stolen_card,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1483,lost_or_stolen_card,COLLOQUIAL,23.08,6,20,26,0,0,0,0,0,,False
1484,lost_or_stolen_card,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1485,lost_or_stolen_card,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
1486,lost_or_stolen_card,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1487,lost_or_stolen_card,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
1488,lost_or_stolen_card,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1489,lost_or_stolen_card,COLLOQUIAL,8.33,1,11,12,0,0,0,0,0,,False
1490,lost_or_stolen_card,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
1491,lost_or_stolen_card,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1492,lost_or_stolen_card,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1493,lost_or_stolen_card,COLLOQUIAL,42.86,3,4,7,0,0,0,0,0,,False
1494,lost_or_stolen_card,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1495,lost_or_stolen_card,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1496,lost_or_stolen_card,COLLOQUIAL,17.65,3,14,17,0,0,0,0,0,,False
1497,lost_or_stolen_card,COLLOQUIAL,5.56,2,34,36,0,0,0,0,0,,False
1498,lost_or_stolen_card,COLLOQUIAL,18.75,3,13,16,0,0,0,0,0,,False
1499,lost_or_stolen_card,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1500,lost_or_stolen_card,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
1501,lost_or_stolen_card,MIXED,0.0,0,4,4,0,0,0,0,0,,True
1502,lost_or_stolen_card,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1503,lost_or_stolen_card,COLLOQUIAL,7.69,1,12,13,0,0,0,0,0,,False
1504,lost_or_stolen_card,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1505,lost_or_stolen_card,COLLOQUIAL,13.33,2,13,15,0,0,0,0,0,,False
1506,lost_or_stolen_card,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1507,lost_or_stolen_card,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1508,lost_or_stolen_card,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1509,lost_or_stolen_card,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
1510,lost_or_stolen_card,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1511,lost_or_stolen_card,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
1512,lost_or_stolen_card,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1513,lost_or_stolen_card,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1514,lost_or_stolen_card,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
1515,lost_or_stolen_card,COLLOQUIAL,12.5,2,14,16,0,0,0,0,0,,False
1516,lost_or_stolen_card,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1517,lost_or_stolen_card,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
1518,lost_or_stolen_card,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1519,lost_or_stolen_card,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
1520,lost_or_stolen_card,COLLOQUIAL,18.75,3,13,16,0,0,0,0,0,,False
1521,lost_or_stolen_card,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1522,lost_or_stolen_card,MIXED,0.0,0,3,3,0,0,0,0,0,,True
1523,lost_or_stolen_card,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
1524,lost_or_stolen_card,MIXED,0.0,0,7,7,0,0,0,0,0,,True
1525,lost_or_stolen_card,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
1526,lost_or_stolen_card,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1527,lost_or_stolen_card,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1528,lost_or_stolen_card,MIXED,0.0,0,7,7,0,0,0,0,0,,True
1529,lost_or_stolen_card,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
1530,lost_or_stolen_card,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
1531,lost_or_stolen_card,COLLOQUIAL,25.0,6,18,24,0,0,0,0,0,,False
1532,lost_or_stolen_card,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
1533,lost_or_stolen_card,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1534,lost_or_stolen_card,COLLOQUIAL,33.33,3,6,9,0,0,0,0,0,,False
1535,lost_or_stolen_card,MIXED,0.0,0,8,8,0,0,0,0,0,,True
1536,lost_or_stolen_card,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1537,lost_or_stolen_card,MIXED,0.0,0,4,4,0,0,0,0,0,,True
1538,lost_or_stolen_card,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1539,lost_or_stolen_card,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
1540,lost_or_stolen_card,MIXED,0.0,0,6,6,0,0,0,0,0,,True
1541,lost_or_stolen_card,COLLOQUIAL,20.0,4,16,20,0,0,0,0,0,,False
1542,lost_or_stolen_card,MIXED,0.0,0,7,7,0,0,0,0,0,,True
1543,lost_or_stolen_card,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1544,lost_or_stolen_card,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
1545,lost_or_stolen_card,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1546,lost_or_stolen_card,COLLOQUIAL,12.5,2,14,16,0,0,0,0,0,,False
1547,lost_or_stolen_card,MIXED,0.0,0,3,3,0,0,0,0,0,,True
1548,lost_or_stolen_card,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
1549,lost_or_stolen_card,MIXED,0.0,0,7,7,0,0,0,0,0,,True
1550,lost_or_stolen_card,MIXED,0.0,0,8,8,0,0,0,0,0,,True
1551,lost_or_stolen_card,MIXED,0.0,0,10,10,0,0,0,0,0,,True
1552,lost_or_stolen_card,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1553,lost_or_stolen_card,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1554,lost_or_stolen_card,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1555,lost_or_stolen_card,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1556,lost_or_stolen_card,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1557,age_limit,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1558,age_limit,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
1559,age_limit,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
1560,age_limit,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
1561,age_limit,MIXED,0.0,0,4,4,0,0,0,0,0,,True
1562,age_limit,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
1563,age_limit,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
1564,age_limit,MIXED,0.0,0,9,9,0,0,0,0,0,,True
1565,age_limit,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
1566,age_limit,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1567,age_limit,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
1568,age_limit,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
1569,age_limit,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
1570,age_limit,MIXED,0.0,0,3,3,0,0,0,0,0,,True
1571,age_limit,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
